# SLAM - pose_x pose_y orientation time
0 17.5865 2.81977492008 3.083300000005468 1504014240.96
1 17.5865952639 2.81970473605 3.0832047360602624 1504014241.22
2 17.5865100869 2.82115536937 3.0832621829093676 1504014241.72
3 17.5849225628 2.82444248601 3.083374224128713 1504014242.15
4 17.5868091465 2.8212386335 3.083232151657247 1504014242.83
5 17.5928189439 2.82607314667 3.083429428055195 1504014243.37
6 17.5866701544 2.82118234364 3.083272538471418 1504014244.03
7 17.5865736705 2.8228960885 3.0834296034782382 1504014249.35
8 17.587990896 2.82265582536 3.083554234577783 1504014253.74
9 17.587980056 2.82285582261 3.083530447467955 1504014254.19
10 17.5865854896 2.82268623176 3.08350098233083 1504014254.72
11 17.586354369 2.82272934641 3.0831102023259103 1504014259.16
12 17.5863543481 2.82250629639 3.083106602217809 1504014259.57
13 17.5863950794 2.82279078244 3.0831305394085002 1504014259.97
14 17.5894942047 2.82399725968 3.083209020669044 1504014264.4
15 17.5894338117 2.82423685039 3.083169435449691 1504014264.78
16 17.5894522311 2.82419607452 3.083162851264901 1504014265.19
17 17.5878991289 2.8241565662 3.0833522020179966 1504014269.66
18 17.5879016013 2.82385656609 3.0831546879934706 1504014270.19
19 17.5877384222 2.82392551378 3.083294306811261 1504014270.6
20 17.5878762111 2.82389551687 3.083352814331858 1504014274.96
21 17.5878761919 2.82410906757 3.0833899558459117 1504014275.47
22 17.5881467391 2.82266407574 3.114644045278295 1504014276.02
23 17.5540996304 2.82362345512 3.1153154589902115 1504014280.37
24 17.4739253033 2.82504370559 3.1159479412307527 1504014280.8
25 17.3986733125 2.8258881327 3.1170284186677666 1504014281.34
26 16.9413056602 2.83020728207 3.1227543991114928 1504014285.98
27 16.8480149433 2.83216045807 3.1264207776263726 1504014286.92
28 16.369896372 2.86707585658 3.135853562930857 1504014292.26
29 15.8799014888 2.88627714645 -3.1274731310896184 1504014296.89
30 15.7930138863 2.88393667553 -3.1251660964681625 1504014297.79
31 15.2459387476 2.92854747762 -3.132255768786998 1504014303.3
32 14.5809452375 2.84972993367 -3.0929599411687363 1504014309.89
33 13.9764571843 2.85825885595 3.13953030269756 1504014316.08
34 13.3856885945 2.94805422655 3.0484235878686237 1504014322.14
35 12.8879078236 3.13058596731 2.919435225343378 1504014327.68
36 12.5152041268 3.53910539468 2.7653612957447007 1504014332.2
37 12.4664478712 3.41730730993 2.8086291327488895 1504014333.01
38 12.1342138602 3.56410659776 2.687175356290344 1504014337.33
39 12.0765771074 3.59258254165 2.6679965264648575 1504014338.03
40 11.639389811 4.0320371516 2.461209288509665 1504014344.53
41 11.2356423755 4.57485424867 2.3316070491282375 1504014351.17
42 10.9723658641 5.05885190951 2.2450906860361153 1504014356.52
43 10.7563142177 5.4161156863 2.1877337778846235 1504014360.36
44 10.724994336 5.46176384294 2.1751414600013272 1504014360.95
45 10.704587342 5.52707596126 2.1602550779807235 1504014361.55
46 10.5619174622 5.80746321774 2.1213030169918263 1504014365.28
47 10.5319856606 5.85804103753 2.1117335205880847 1504014365.9
48 10.5680162731 5.96594163898 2.0931922129380607 1504014366.49
49 10.5483901373 6.02171912692 2.0679815875957495 1504014367.25
