# SLAM - pose_x pose_y orientation time
0 17.5003 2.87681 3.10108 1504014280.7916286
1 17.3775 2.88498 3.1031 1504014281.5950956
2 17.2583 2.85554 3.10357 1504014282.800421
3 17.1185 2.88888 3.10923 1504014284.0056224
4 17.029 2.87507 3.1162 1504014285.2119398
5 16.8952 2.87211 3.12669 1504014286.4171867
6 16.7915 2.84107 3.11879 1504014287.6223872
7 16.6597 2.86823 3.1406 1504014288.827568
8 16.5615 2.8879 -3.1164 1504014290.0327969
9 16.424 2.90054 -3.10457 1504014291.237929
10 16.2982 2.8524 -3.12848 1504014292.4441903
11 16.1848 2.85969 -3.11087 1504014293.6516044
12 16.0594 2.88328 -3.09075 1504014294.8564122
13 15.928 2.84085 -3.1161 1504014296.0629704
14 15.8067 2.84042 -3.11132 1504014297.2683492
15 15.6932 2.8122 -3.10748 1504014298.473266
16 15.5552 2.79413 -3.11795 1504014299.6782773
17 15.4472 2.84672 -3.0767 1504014300.8836527
18 15.3395 2.77162 -3.1089 1504014302.0888336
19 15.2159 2.77591 -3.10016 1504014303.294092
20 15.1093 2.76692 -3.10304 1504014304.5001469
21 14.9875 2.74832 -3.10598 1504014305.7067916
22 14.8739 2.73315 -3.11229 1504014306.9135208
23 14.753 2.74526 -3.0918 1504014308.1189604
24 14.6321 2.73189 -3.09929 1504014309.3239062
25 14.5377 2.68978 -3.1196 1504014310.5290813
26 14.4168 2.65815 -3.12411 1504014311.734111
27 14.2925 2.64852 -3.12492 1504014312.9396703
28 14.1521 2.60734 3.13886 1504014314.1449254
29 14.0465 2.61664 3.13198 1504014315.3501003
30 13.9423 2.61055 3.139 1504014316.5552912
31 13.8029 2.54225 3.09663 1504014317.7605357
32 13.724 2.57211 3.09294 1504014318.9664035
33 13.5645 2.51319 3.05026 1504014320.1716633
34 13.4535 2.48716 3.01619 1504014321.3771245
35 13.3294 2.47169 3.0112 1504014322.582249
36 13.2128 2.52879 3.03098 1504014323.7877808
37 13.1026 2.48344 2.98796 1504014324.993006
38 12.9918 2.50347 2.99113 1504014326.198135
39 12.8607 2.46522 2.94976 1504014327.4042222
40 12.7434 2.46591 2.92024 1504014328.6095057
41 12.6494 2.53052 2.94337 1504014329.8160765
42 12.5265 2.50821 2.92274 1504014331.0216496
43 12.3807 2.44816 2.83117 1504014332.228393
44 12.2591 2.47498 2.79637 1504014333.4338222
45 12.1616 2.51376 2.76757 1504014334.639083
46 12.0546 2.51534 2.75579 1504014335.8440464
47 11.9495 2.5555 2.74419 1504014337.0505378
48 11.9537 2.55239 2.70271 1504014338.2554908
49 11.7413 2.53824 2.64494 1504014339.4611568
50 11.6709 2.59973 2.64004 1504014340.6664143
51 11.5568 2.63586 2.61584 1504014341.872118
52 11.574 2.63131 2.55023 1504014343.0772288
53 11.3146 2.66537 2.53641 1504014344.2823732
54 11.2218 2.70803 2.5071 1504014345.4872699
55 11.1251 2.77512 2.48635 1504014346.6924038
56 10.9947 2.84967 2.47798 1504014347.8978925
57 10.9296 2.90033 2.44321 1504014349.1034389
58 10.7705 2.92919 2.41487 1504014350.3089943
59 10.7494 3.01929 2.41693 1504014351.5143216
60 10.5844 3.08369 2.37674 1504014352.720894
61 10.5038 3.16404 2.36443 1504014353.9270267
62 10.3914 3.18356 2.34742 1504014355.132496
