# SLAM - pose_x pose_y orientation time
0 4.10587 12.9168 3.10921 1504013869.788131
1 4.21243 12.9023 3.1026 1504013870.796702
2 4.31153 12.8889 3.0904 1504013871.80531
3 4.41788 12.8672 3.07077 1504013872.914737
4 4.52866 12.8371 3.04288 1504013874.125063
5 4.62319 12.8057 3.01643 1504013875.0327628
6 4.72587 12.7614 2.98462 1504013876.343955
7 4.82324 12.7185 2.95367 1504013877.5542521
8 4.91505 12.6759 2.9233 1504013878.663689
9 5.01843 12.6243 2.88954 1504013879.974874
10 5.1149 12.5716 2.85646 1504013881.185162
11 5.20968 12.5128 2.82368 1504013882.3954601
12 5.30386 12.4524 2.78995 1504013883.605748
13 5.39396 12.388 2.75635 1504013884.816053
14 5.48368 12.3221 2.72296 1504013886.026359
15 5.57276 12.2536 2.69031 1504013887.236673
16 5.65933 12.1809 2.65944 1504013888.44698
17 5.73844 12.1151 2.63351 1504013889.55642
18 5.81743 12.0474 2.60912 1504013890.665865
19 5.89902 11.9754 2.58548 1504013891.77529
20 5.97846 11.9027 2.56264 1504013892.884778
21 6.05365 11.8301 2.54156 1504013893.9942038
22 6.12997 11.7553 2.52166 1504013895.103648
23 6.20714 11.6814 2.50316 1504013896.213099
24 6.28344 11.6092 2.48629 1504013897.322527
25 6.36556 11.5315 2.46863 1504013898.431975
26 6.44001 11.4568 2.4528 1504013899.541417
27 6.51762 11.3746 2.43662 1504013900.650899
28 6.58695 11.301 2.42314 1504013901.6594381
29 6.6594 11.218 2.40906 1504013902.7688901
30 6.73603 11.1349 2.39705 1504013903.878322
31 6.80177 11.0602 2.38735 1504013904.886931
32 6.87494 10.978 2.37808 1504013905.996387
33 6.94745 10.8979 2.37004 1504013907.105827
34 7.01399 10.8204 2.36238 1504013908.1143968
35 7.07762 10.7424 2.35428 1504013909.122988
36 7.14765 10.6588 2.34469 1504013910.2324271
37 7.214 10.5771 2.33483 1504013911.241007
38 7.27613 10.4961 2.32526 1504013912.249616
39 7.33631 10.4163 2.31658 1504013913.258178
40 7.40228 10.3272 2.30651 1504013914.367693
41 7.46501 10.2391 2.29734 1504013915.477087
42 7.53037 10.1529 2.28769 1504013916.586536
43 7.5942 10.0656 2.27687 1504013917.695968
44 7.65525 9.97377 2.26452 1504013918.805423
45 7.71136 9.8896 2.25249 1504013919.8140092
46 7.76954 9.7965 2.23832 1504013920.923439
47 7.8256 9.70002 2.22301 1504013922.03289
48 7.87763 9.60589 2.20717 1504013923.142357
49 7.92986 9.51153 2.19145 1504013924.251785
50 7.98019 9.41652 2.17581 1504013925.361245
51 8.02868 9.31949 2.15932 1504013926.470666
52 8.07708 9.22158 2.14236 1504013927.580116
53 8.12267 9.12581 2.12514 1504013928.68957
54 8.16669 9.02535 2.10621 1504013929.798995
55 8.20768 8.92781 2.08776 1504013930.90843
56 8.24669 8.83269 2.06965 1504013931.9170198
57 8.28082 8.74023 2.05283 1504013932.925629
58 8.31367 8.63879 2.03499 1504013934.03506
59 8.3506 8.52982 2.01658 1504013935.245364
60 8.38438 8.4326 2.00174 1504013936.2539678
61 8.41771 8.33326 1.98782 1504013937.363405
62 8.44945 8.2337 1.975 1504013938.4728582
63 8.4815 8.12844 1.96131 1504013939.582299
